Query,Expected Entity,Predicted Entity,Confidence
Will it be colder four months from now in Suwanee AK,timeRange,,0.0
Weather next year in Dominica,,timeRange,0.9111698865890503
Weather next year in Dominica,,state,0.28697285056114197
Weather next year in Dominica,state,,0.0
What will the weather be in Ohio?,,movie_name,0.23986613750457764
What will the weather be in Ohio?,city,,0.0
What will the weather be in Ohio?,state,,0.0
What will the weather be in Ohio?,timeRange,,0.0
What is the weather forecast for Burundi,,object_name,0.20055128633975983
What is the weather forecast for Burundi,condition_description,,0.0
What is the weather forecast for Burundi,timeRange,,0.0
What is the weather forecast for Burundi,city,,0.0
What is the weather forecast for Burundi,state,,0.0
What's the weather in Benton City?,,movie_name,0.338980108499527
What's the weather in Benton City?,spatial_relation,,0.0
What's the weather in Benton City?,current_location,,0.0
What's the weather in Benton City?,timeRange,,0.0
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,,object_name,0.3590911328792572
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,,spatial_relation,0.40891367197036743
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,,timeRange,0.6670578718185425
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,condition_description,,0.0
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,city,,0.0
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,timeRange,,0.0
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,,track,0.9339176416397095
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,,best_rating,0.35052400827407837
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,,state,0.3457431495189667
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,condition_description,,0.0
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,spatial_relation,,0.0
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,city,,0.0
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?,timeRange,,0.0
Tell me the weather forecast for Gibsland,,country,0.7487555146217346
Tell me the weather forecast for Gibsland,state,,0.0
Tell me the weather forecast for Gibsland,city,,0.0
what is the forecast for hotter weather at Southford Falls State Park,geographic_poi,track,0.3749914765357971
what is the forecast for hotter weather at Southford Falls State Park,,object_name,0.3928777277469635
what is the forecast for hotter weather at Southford Falls State Park,timeRange,,0.0
what is the forecast for hotter weather at Southford Falls State Park,spatial_relation,,0.0
Will there be a storm in Gibsonia at 8 p.m?,,condition_description,0.9803661704063416
Will there be a storm in Gibsonia at 8 p.m?,,playlist,0.11299234628677368
Will there be a storm in Gibsonia at 8 p.m?,,rating_value,0.366197407245636
Will there be a storm in Gibsonia at 8 p.m?,condition_temperature,,0.0
Will there be a storm in Gibsonia at 8 p.m?,country,,0.0
Will there be a storm in Gibsonia at 8 p.m?,timeRange,,0.0
"Will the sun be out in 1 minute in Searcy, Uganda",,timeRange,0.9725127220153809
"Will the sun be out in 1 minute in Searcy, Uganda",,best_rating,0.35718297958374023
"Will the sun be out in 1 minute in Searcy, Uganda",,object_name,0.3458270728588104
"Will the sun be out in 1 minute in Searcy, Uganda",,object_name,0.28196901082992554
"Will the sun be out in 1 minute in Searcy, Uganda",condition_description,,0.0
"Will the sun be out in 1 minute in Searcy, Uganda",current_location,,0.0
"Will the sun be out in 1 minute in Searcy, Uganda",timeRange,,0.0
what is the forecast for Waurika in Samoa,,object_name,0.40191495418548584
what is the forecast for Waurika in Samoa,,country,0.25783735513687134
what is the forecast for Waurika in Samoa,condition_description,,0.0
what is the forecast for Waurika in Samoa,geographic_poi,,0.0
How much colder will it be not far from Utah around 3 Am?,city,spatial_relation,0.791944146156311
How much colder will it be not far from Utah around 3 Am?,,timeRange,0.2845174968242645
How much colder will it be not far from Utah around 3 Am?,,spatial_relation,0.8620926737785339
How much colder will it be not far from Utah around 3 Am?,,best_rating,0.3769741654396057
How much colder will it be not far from Utah around 3 Am?,state,,0.0
What will the weather be in Milleville Beach?,,object_name,0.4212917983531952
What will the weather be in Milleville Beach?,,city,0.8611688613891602
What will the weather be in Milleville Beach?,condition_description,,0.0
What will the weather be in Milleville Beach?,geographic_poi,,0.0
Will it be freezing today in Delaware and Lehigh National Heritage Corridor?,,condition_temperature,0.9877541661262512
Will it be freezing today in Delaware and Lehigh National Heritage Corridor?,,restaurant_type,0.09694165736436844
Will it be freezing today in Delaware and Lehigh National Heritage Corridor?,,object_name,0.29452964663505554
Will it be freezing today in Delaware and Lehigh National Heritage Corridor?,geographic_poi,,0.0
Will it be freezing today in Delaware and Lehigh National Heritage Corridor?,timeRange,,0.0
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,,music_item,0.4521544575691223
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,,rating_value,0.396150678396225
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,,location_name,0.12360554188489914
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,,object_name,0.18456929922103882
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,geographic_poi,,0.0
what's the forecast for sep. 26 in Emerado Saint Pierre and Miquelon,timeRange,,0.0
Will there be fog in Tahquamenon Falls State Park?,,city,0.44044384360313416
Will there be fog in Tahquamenon Falls State Park?,city,,0.0
What's the weather going to be in UT?,condition_temperature,,0.0
What's the weather going to be in UT?,timeRange,,0.0
What's the weather going to be in UT?,city,,0.0
What's the weather going to be in UT?,state,,0.0
"What will the weather be in Sarygamyş Sanctuary on august 21, 2035?",timeRange,object_type,0.4742593765258789
"What will the weather be in Sarygamyş Sanctuary on august 21, 2035?",,best_rating,0.390026718378067
"What will the weather be in Sarygamyş Sanctuary on august 21, 2035?",,best_rating,0.4700073301792145
"What will the weather be in Sarygamyş Sanctuary on august 21, 2035?",city,,0.0
Will it be chilly midday in Cresbard Afghanistan?,,artist,0.431292861700058
Will it be chilly midday in Cresbard Afghanistan?,city,object_name,0.35545268654823303
Will it be chilly midday in Cresbard Afghanistan?,timeRange,,0.0
What is the weather forecast nearby Nicodemus,,object_name,0.32064324617385864
What is the weather forecast nearby Nicodemus,city,,0.0
Will it be colder here in 48 and a half weeks,,object_name,0.4119603931903839
Will it be colder here in 48 and a half weeks,,best_rating,0.3107123076915741
Will it be colder here in 48 and a half weeks,country,,0.0
what is the forecast for starting at three a.m in Two Buttes for warm weather,,rating_unit,0.3439212441444397
what is the forecast for starting at three a.m in Two Buttes for warm weather,,timeRange,0.4339043200016022
what is the forecast for starting at three a.m in Two Buttes for warm weather,,timeRange,0.62
what is the forecast for starting at three a.m in Two Buttes for warm weather,,object_name,0.8148188591003418
what is the forecast for starting at three a.m in Two Buttes for warm weather,state,,0.0
what is the forecast for starting at three a.m in Two Buttes for warm weather,timeRange,,0.0
Will there be a cloud in VI in 14 minutes ?,,spatial_relation,0.3317648470401764
Will there be a cloud in VI in 14 minutes ?,,rating_value,0.3006359338760376
Will there be a cloud in VI in 14 minutes ?,current_location,,0.0
Will there be a cloud in VI in 14 minutes ?,condition_description,,0.0
Will there be a cloud in VI in 14 minutes ?,timeRange,,0.0
What is the rain forecast for one hour from now in South Korea,,object_name,0.4631357789039612
What is the rain forecast for one hour from now in South Korea,,timeRange,0.6994780898094177
What is the rain forecast for one hour from now in South Korea,,object_name,0.22482258081436157
What is the rain forecast for one hour from now in South Korea,city,,0.0
what is the cold condition of our current position for tomorrow,,timeRange,0.2973937690258026
what is the cold condition of our current position for tomorrow,,object_select,0.64202481508255
what is the cold condition of our current position for tomorrow,,movie_name,0.9505411982536316
what is the cold condition of our current position for tomorrow,current_location,,0.0
Will it be stormy in the Ouachita National Forest?,,condition_description,0.990348219871521
Will it be stormy in the Ouachita National Forest?,,geographic_poi,0.66
Will it be stormy in the Ouachita National Forest?,timeRange,,0.0
Will it be stormy in the Ouachita National Forest?,city,,0.0
Will it be stormy in the Ouachita National Forest?,country,,0.0
What will the weather be in 1 day in Kuwait?,,best_rating,0.3062887489795685
What will the weather be in 1 day in Kuwait?,country,object_name,0.17627647519111633
What will the weather be in 1 day in Kuwait?,condition_description,,0.0
What will the weather be in 1 day in Kuwait?,timeRange,,0.0
What will the weather be in 1 day in Kuwait?,city,,0.0
what is the forecast for Costa Rica,,city,0.368823379278183
what is the forecast for Costa Rica,condition_temperature,,0.0
what is the forecast for Costa Rica,timeRange,,0.0
what is the forecast for Costa Rica,city,,0.0
what is the forecast for Costa Rica,country,,0.0
how cold will it be here in 1 second,,current_location,0.38999712467193604
how cold will it be here in 1 second,,best_rating,0.3304055333137512
how cold will it be here in 1 second,condition_temperature,,0.0
how cold will it be here in 1 second,state,,0.0
how cold will it be here in 1 second,timeRange,,0.0
When is sunrise for AR,,timeRange,0.9940707087516785
When is sunrise for AR,,spatial_relation,0.20081225037574768
When is sunrise for AR,state,,0.0
When is sunrise for AR,timeRange,,0.0
Play my Black Sabbath: The Dio Years playlist.,,playlist_owner,0.822974443435669
Play my Black Sabbath: The Dio Years playlist.,,object_name,0.36534392833709717
Play my Black Sabbath: The Dio Years playlist.,,object_name,0.42374294996261597
Play my Black Sabbath: The Dio Years playlist.,sort,,0.0
Play my Black Sabbath: The Dio Years playlist.,music_item,,0.0
Play my Black Sabbath: The Dio Years playlist.,service,,0.0
Play my Black Sabbath: The Dio Years playlist.,artist,,0.0
Play Music From Van-pires by Dmitry Malikov.,,object_name,0.4915352761745453
Play Music From Van-pires by Dmitry Malikov.,,object_name,0.3805747330188751
Play Music From Van-pires by Dmitry Malikov.,album,,0.0
Play Music From Van-pires by Dmitry Malikov.,artist,,0.0
Play Trance Life on Zvooq.,playlist,object_name,0.6065239906311035
Play Trance Life on Zvooq.,,service,0.9949245452880859
Play the newest melody on Last Fm by Eddie Vinson.,sort,sort,0.5227732062339783
Play the newest melody on Last Fm by Eddie Vinson.,artist,music_item,0.9956339001655579
Play the newest melody on Last Fm by Eddie Vinson.,,service,0.24524499475955963
Play the newest melody on Last Fm by Eddie Vinson.,,object_name,0.26213860511779785
Play the newest melody on Last Fm by Eddie Vinson.,music_item,,0.0
play a sixties soundtrack,,year,0.9868599772453308
play a sixties soundtrack,,object_type,0.9962448477745056
play a sixties soundtrack,artist,,0.0
play a sixties soundtrack,sort,,0.0
play some seventies Filipp Kirkorow,,object_name,0.4312823712825775
play some seventies Filipp Kirkorow,,object_name,0.18604466319084167
play some seventies Filipp Kirkorow,playlist,,0.0
nineties songs on Zvooq,,year,0.9850989580154419
nineties songs on Zvooq,,service,0.9934358596801758
nineties songs on Zvooq,music_item,,0.0
nineties songs on Zvooq,year,,0.0
Play music from Lynn & Wade Llp.,,object_name,0.3862355351448059
Play music from Lynn & Wade Llp.,artist,,0.0
Play music from Lynn & Wade Llp.,year,,0.0
Play music from Lynn & Wade Llp.,service,,0.0
Let's hear good Mohammad Mamle on Vimeo.,,track,0.65
Let's hear good Mohammad Mamle on Vimeo.,,artist,0.26619768142700195
Let's hear good Mohammad Mamle on Vimeo.,,object_type,0.3473210632801056
Let's hear good Mohammad Mamle on Vimeo.,sort,,0.0
Let's hear good Mohammad Mamle on Vimeo.,artist,,0.0
Let's hear good Mohammad Mamle on Vimeo.,service,,0.0
Play The Happy Blues by Ronnie Wood.,,object_name,0.30639562010765076
Play The Happy Blues by Ronnie Wood.,,object_name,0.43554458022117615
Play The Happy Blues by Ronnie Wood.,music_item,,0.0
Play The Happy Blues by Ronnie Wood.,service,,0.0
Play The Happy Blues by Ronnie Wood.,artist,,0.0
Please play a sound track from the fifties that's on Iheart,,object_type,0.5461702346801758
Please play a sound track from the fifties that's on Iheart,,music_item,0.9782960414886475
Please play a sound track from the fifties that's on Iheart,,year,0.5494515895843506
Please play a sound track from the fifties that's on Iheart,,service,0.9854384660720825
Please play a sound track from the fifties that's on Iheart,artist,,0.0
Please play a sound track from the fifties that's on Iheart,year,,0.0
Please play something good from U-roy.  Any song from 1975 on Zvooq will do.,,object_name,0.8906264305114746
Please play something good from U-roy.  Any song from 1975 on Zvooq will do.,,music_item,0.990256130695343
Please play something good from U-roy.  Any song from 1975 on Zvooq will do.,,rating_value,0.3449997007846832
Please play something good from U-roy.  Any song from 1975 on Zvooq will do.,,service,0.9896669387817383
Please play something good from U-roy.  Any song from 1975 on Zvooq will do.,artist,,0.0
Go to Itunes and play Dr. Lecter by David Hodges,,service,0.623451828956604
Go to Itunes and play Dr. Lecter by David Hodges,,object_name,0.5742380023002625
Go to Itunes and play Dr. Lecter by David Hodges,,object_name,0.9112657904624939
Go to Itunes and play Dr. Lecter by David Hodges,,object_name,0.4643345773220062
Go to Itunes and play Dr. Lecter by David Hodges,sort,,0.0
Go to Itunes and play Dr. Lecter by David Hodges,artist,,0.0
Play some sixties songs on Google Music,,year,0.987017810344696
Play some sixties songs on Google Music,,track,0.5746352672576904
Play some sixties songs on Google Music,,object_name,0.95766681432724
Play some sixties songs on Google Music,music_item,,0.0
Play some sixties songs on Google Music,year,,0.0
Can you play A.j. Pero on Groove Shark?,,city,0.28519946336746216
Can you play A.j. Pero on Groove Shark?,,object_type,0.3049043118953705
Can you play A.j. Pero on Groove Shark?,music_item,,0.0
Can you play A.j. Pero on Groove Shark?,artist,,0.0
Can you play A.j. Pero on Groove Shark?,service,,0.0
Play seventies music please.,,year,0.5742771625518799
Play seventies music please.,artist,,0.0
Play rich sex on Iheart,,service,0.9900875687599182
Play rich sex on Iheart,service,,0.0
Live In L.aJoseph Meyer please,,object_name,0.7073659896850586
Live In L.aJoseph Meyer please,track,,0.0
Live In L.aJoseph Meyer please,artist,,0.0
I want to hear a seventies sound track.,,entity_name,0.5223578810691833
I want to hear a seventies sound track.,,year,0.49054861068725586
I want to hear a seventies sound track.,,object_type,0.2516534626483917
I want to hear a seventies sound track.,,music_item,0.9371340274810791
I want to hear a seventies sound track.,album,,0.0
I want to hear a seventies sound track.,artist,,0.0
Play sound track music from the twenties,service,playlist,0.3730415403842926
Play sound track music from the twenties,,music_item,0.9534518718719482
Play sound track music from the twenties,,timeRange,0.5504218339920044
Play sound track music from the twenties,album,,0.0
Play sound track music from the twenties,artist,,0.0
Play This Is: Miles Davis on Lastfm.,album,playlist,0.3669360876083374
Play This Is: Miles Davis on Lastfm.,,object_name,0.23775912821292877
Play This Is: Miles Davis on Lastfm.,,artist,0.10394162684679031
Play This Is: Miles Davis on Lastfm.,,service,0.9963247179985046
Play This Is: Miles Davis on Lastfm.,artist,,0.0
Play an ep from Mike Harding.,,music_item,0.9927276372909546
Play an ep from Mike Harding.,artist,entity_name,0.21944838762283325
Find and play a concerto on Zvooq from 1978 by Ginger Pooley,,country,0.2532857060432434
Find and play a concerto on Zvooq from 1978 by Ginger Pooley,,service,0.9949170351028442
Find and play a concerto on Zvooq from 1978 by Ginger Pooley,,rating_value,0.40537264943122864
Find and play a concerto on Zvooq from 1978 by Ginger Pooley,,object_name,0.4413702189922333
Find and play a concerto on Zvooq from 1978 by Ginger Pooley,genre,,0.0
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,entity_name,0.7983130216598511
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,object_name,0.6763556003570557
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,city,0.9544304013252258
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,object_type,0.5260521769523621
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,music_item,0.9810101389884949
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",,track,0.47955527901649475
"I want to hear Leroi Moore on vimeo , play the song Chance Of A Lifetime.",artist,,0.0
play a song by Ramesh Narayan from 1960,,music_item,0.9947104454040527
play a song by Ramesh Narayan from 1960,,object_name,0.24775457382202148
play a song by Ramesh Narayan from 1960,,best_rating,0.4269978702068329
play a song by Ramesh Narayan from 1960,track,,0.0
play a song by Ramesh Narayan from 1960,service,,0.0
Play S.t.r.e.e.t. D.a.d. from Hiromitsu Agatsuma through Pandora.,,object_name,0.21453222632408142
Play S.t.r.e.e.t. D.a.d. from Hiromitsu Agatsuma through Pandora.,music_item,,0.0
Play S.t.r.e.e.t. D.a.d. from Hiromitsu Agatsuma through Pandora.,artist,,0.0
Start playing something from Iheart,,rating_unit,0.29454898834228516
Start playing something from Iheart,,object_name,0.9547715783119202
Start playing something from Iheart,,service,0.9925028085708618
Start playing something from Iheart,artist,,0.0
Start playing something from Iheart,service,,0.0
Play Have You Met Miss Jones by Nicole from Google Music.,,object_name,0.38501137495040894
Play Have You Met Miss Jones by Nicole from Google Music.,,object_name,0.22749799489974976
Play Have You Met Miss Jones by Nicole from Google Music.,,object_name,0.48134616017341614
Play Have You Met Miss Jones by Nicole from Google Music.,,object_name,0.9081084132194519
Play Have You Met Miss Jones by Nicole from Google Music.,genre,,0.0
play chant by Nigger Kojak on Itunes,,movie_name,0.32931509613990784
play chant by Nigger Kojak on Itunes,,service,0.990433931350708
play chant by Nigger Kojak on Itunes,year,,0.0
play chant by Nigger Kojak on Itunes,artist,,0.0
play chant by Nigger Kojak on Itunes,service,,0.0
play Femme Fatale by Bonobo,,object_name,0.2241077870130539
play Femme Fatale by Bonobo,,artist,0.3828977644443512
play Femme Fatale by Bonobo,sort,,0.0
play Femme Fatale by Bonobo,artist,,0.0
Turn on Last Fm,,track,0.22078721225261688
Turn on Last Fm,album,,0.0
Turn on Last Fm,artist,,0.0
Turn on Last Fm,service,,0.0
Play something on Zvooq,,object_name,0.9232885241508484
Play something on Zvooq,,service,0.9930095672607422
Play something on Zvooq,sort,,0.0
Play something on Zvooq,artist,,0.0
Play something on Zvooq,service,,0.0
Please play a movement from george formby jr.,,object_type,0.2532617747783661
Please play a movement from george formby jr.,music_item,,0.0
Please play a movement from george formby jr.,artist,,0.0
Play a song by Rahsaan Patterson.,,music_item,0.9949368238449097
Play a song by Rahsaan Patterson.,,artist,0.62
Play a song by Rahsaan Patterson.,music_item,,0.0
Play a song by Rahsaan Patterson.,year,,0.0
Play music from 1996.,,best_rating,0.3668166697025299
Play music from 1996.,artist,,0.0
Let me hear Chris Knight music,artist,entity_name,0.7860593199729919
Let me hear Chris Knight music,,country,0.57
Let me hear Chris Knight music,music_item,,0.0
Use the last fm service to play A Mis Ninos de 30,,object_name,0.27176225185394287
Use the last fm service to play A Mis Ninos de 30,,state,0.46653613448143005
Use the last fm service to play A Mis Ninos de 30,,best_rating,0.5005320906639099
Use the last fm service to play A Mis Ninos de 30,year,,0.0
Use the last fm service to play A Mis Ninos de 30,music_item,,0.0
I want to listen to an ep from 1998.,,music_item,0.9865689277648926
I want to listen to an ep from 1998.,,best_rating,0.3865886926651001
I want to listen to an ep from 1998.,year,,0.0
Play music from the artist sean yseult and sort it through top-50,,music_item,0.9948478937149048
Play music from the artist sean yseult and sort it through top-50,,timeRange,0.5109795928001404
Play music from the artist sean yseult and sort it through top-50,,track,0.39647871255874634
Play music from the artist sean yseult and sort it through top-50,,rating_value,0.17477992177009583
Play music from the artist sean yseult and sort it through top-50,service,,0.0
Play music from the artist sean yseult and sort it through top-50,album,,0.0
Play music from the artist sean yseult and sort it through top-50,artist,,0.0
Play something on Last Fm,,object_name,0.9357880353927612
Play something on Last Fm,,movie_name,0.1766543835401535
Play something on Last Fm,sort,,0.0
Play something on Last Fm,service,,0.0
Play something on Last Fm,artist,,0.0
Please play a 1997 record.,,rating_value,0.47483864426612854
Please play a 1997 record.,playlist,,0.0
play some new Les Vandyke on Slacker,,object_name,0.2838338315486908
play some new Les Vandyke on Slacker,,city,0.554844856262207
play some new Les Vandyke on Slacker,music_item,,0.0
play some new Les Vandyke on Slacker,artist,,0.0
play some new Les Vandyke on Slacker,sort,,0.0
I want to hear anything from the Rock Symphonique genre please.,,entity_name,0.520830512046814
I want to hear anything from the Rock Symphonique genre please.,,movie_name,0.1301831752061844
I want to hear anything from the Rock Symphonique genre please.,,music_item,0.9232994914054871
I want to hear anything from the Rock Symphonique genre please.,service,,0.0
Play Subconscious Lobotomy from Jennifer Paull.,,artist,0.19141696393489838
Play Subconscious Lobotomy from Jennifer Paull.,,object_name,0.28306928277015686
Play Subconscious Lobotomy from Jennifer Paull.,playlist,,0.0
Please open Zvooq,,service,0.9916706085205078
Please open Zvooq,album,,0.0
Please open Zvooq,music_item,,0.0
play the best Becca,,state,0.15246659517288208
play the best Becca,service,,0.0
Play a Bob Burns song,,object_name,0.55
Play a Bob Burns song,,music_item,0.9831532835960388
Play a Bob Burns song,artist,,0.0
Play a Bob Burns song,year,,0.0
I want to hear music from Allen Toussaint from the fifties,,entity_name,0.5848857760429382
I want to hear music from Allen Toussaint from the fifties,,object_name,0.6386163234710693
I want to hear music from Allen Toussaint from the fifties,,timeRange,0.3823014497756958
I want to hear music from Allen Toussaint from the fifties,,year,0.6515171527862549
I want to hear music from Allen Toussaint from the fifties,service,,0.0
I want to play music from iheart,,service,0.9856406450271606
I want to play music from iheart,playlist,,0.0
I want to play music from iheart,service,,0.0
Play Another Passenger from Louis Nelson Delisle.,,object_name,0.5768657326698303
Play Another Passenger from Louis Nelson Delisle.,,artist,0.28821539878845215
Play Another Passenger from Louis Nelson Delisle.,artist,,0.0
Play a fifties album from Dj Yoda on Last Fm.,,object_name,0.5324922204017639
Play a fifties album from Dj Yoda on Last Fm.,,object_name,0.33525317907333374
Play a fifties album from Dj Yoda on Last Fm.,music_item,,0.0
Play a fifties album from Dj Yoda on Last Fm.,artist,,0.0
Can you play top Zvooq by Fink?,,service,0.9909855127334595
Can you play top Zvooq by Fink?,,artist,0.08554531633853912
Can you play top Zvooq by Fink?,artist,,0.0
Can you play top Zvooq by Fink?,year,,0.0
Open itunes and play Ben Burnley Ready To Die,music_item,service,0.3892413079738617
Open itunes and play Ben Burnley Ready To Die,,object_name,0.4160635769367218
Open itunes and play Ben Burnley Ready To Die,year,,0.0
Play the top music from The Railway Children off Last Fm.,,object_name,0.6690459251403809
Play the top music from The Railway Children off Last Fm.,,object_name,0.2575249969959259
Play the top music from The Railway Children off Last Fm.,track,,0.0
Play the top music from The Railway Children off Last Fm.,artist,,0.0
Play the top music from The Railway Children off Last Fm.,service,,0.0
Play some symphony music from David Lindley.,,music_item,0.9913766384124756
Play some symphony music from David Lindley.,,artist,0.5149278044700623
Play some symphony music from David Lindley.,playlist,,0.0
Play Modern Psychedelia.,album,track,0.33114975690841675
Play Modern Psychedelia.,,object_type,0.1826513111591339
Play Modern Psychedelia.,artist,,0.0
Use Groove Shark to play music,,playlist,0.19102725386619568
Use Groove Shark to play music,,artist,0.3360183537006378
Use Groove Shark to play music,service,,0.0
Use Groove Shark to play music,artist,,0.0
Use Groove Shark to play music,sort,,0.0
Use Groove Shark to play music,music_item,,0.0
I want to listen to something on Youtube,service,object_name,0.9545661211013794
I want to listen to something on Youtube,playlist,,0.0
Play some anneliese van der pol from the thirties on Groove Shark,,year,0.9869861006736755
Play some anneliese van der pol from the thirties on Groove Shark,,object_type,0.2494886815547943
Play some anneliese van der pol from the thirties on Groove Shark,year,,0.0
Play some anneliese van der pol from the thirties on Groove Shark,music_item,,0.0
Play some anneliese van der pol from the thirties on Groove Shark,artist,,0.0
Play some anneliese van der pol from the thirties on Groove Shark,service,,0.0
Play All Things Must Pass.,,object_name,0.7471986413002014
Play All Things Must Pass.,,object_name,0.37363898754119873
Play All Things Must Pass.,year,,0.0
Play All Things Must Pass.,artist,,0.0
Play Paul Mccartney,,track,0.23035983741283417
Play Paul Mccartney,year,,0.0
Play Paul Mccartney,music_item,,0.0
Play some blues britanico.,,country,0.20287232100963593
Play some blues britanico.,album,,0.0
Play some blues britanico.,artist,,0.0
Play something from 2004 by Imogen Heap on spotify,,object_name,0.9116167426109314
Play something from 2004 by Imogen Heap on spotify,,rating_value,0.4461624324321747
Play something from 2004 by Imogen Heap on spotify,,object_name,0.34874701499938965
Play something from 2004 by Imogen Heap on spotify,,service,0.9957224130630493
Play something from 2004 by Imogen Heap on spotify,album,,0.0
Play something from 2004 by Imogen Heap on spotify,artist,,0.0
Please play something catchy on Youtube,,object_name,0.9097805619239807
Please play something catchy on Youtube,service,,0.0
Play music by Joy Nilo.,,object_name,0.15273521840572357
Play music by Joy Nilo.,music_item,,0.0
Play music by Joy Nilo.,year,,0.0
play Jill Sobule album,,object_name,0.36310404539108276
play Jill Sobule album,artist,,0.0
play Jill Sobule album,album,,0.0
play Jill Sobule album,service,,0.0
play a john maher track,,artist,0.91843181848526
play a john maher track,,music_item,0.9615784883499146
play a john maher track,artist,,0.0
play a john maher track,sort,,0.0
Play music off Netflix.,,object_name,0.5321600437164307
Play music off Netflix.,service,,0.0
play some Gary Lee Conner,year,object_type,0.2801825702190399
play some Gary Lee Conner,,object_name,0.40791618824005127
play some Gary Lee Conner,service,,0.0
Play my inventive playlist,track,playlist_owner,0.9197148680686951
Play my inventive playlist,artist,,0.0
Open deezer and play Curtain Call: The Hits by Junichi Okada.,,object_name,0.2679693400859833
Open deezer and play Curtain Call: The Hits by Junichi Okada.,,object_name,0.6417638659477234
Open deezer and play Curtain Call: The Hits by Junichi Okada.,,object_name,0.6248270273208618
Open deezer and play Curtain Call: The Hits by Junichi Okada.,,object_name,0.3859507143497467
Open deezer and play Curtain Call: The Hits by Junichi Okada.,year,,0.0
Play music from E-type.,playlist,,0.0
Play music from E-type.,service,,0.0
Play the most popular Puretone,,object_name,0.08605523407459259
Play the most popular Puretone,music_item,,0.0
Play the most popular Puretone,artist,,0.0
Please play my ecstatic playlist.,,playlist_owner,0.9020572900772095
Please play my ecstatic playlist.,music_item,,0.0
Please play my ecstatic playlist.,artist,,0.0
Play chant's from 1973.,,best_rating,0.3821980357170105
Play chant's from 1973.,music_item,,0.0
Play chant's from 1973.,artist,,0.0
Play chant's from 1973.,year,,0.0
Let me hear the good songs from James Iha,,entity_name,0.5975373387336731
Let me hear the good songs from James Iha,artist,track,0.496421217918396
Let me hear the good songs from James Iha,,object_name,0.3093080222606659
Play an ep by Zak Starkey.,,music_item,0.9913870692253113
Play an ep by Zak Starkey.,,object_name,0.24460062384605408
Play an ep by Zak Starkey.,sort,,0.0
Play an ep by Zak Starkey.,music_item,,0.0
Play an ep by Zak Starkey.,year,,0.0
Play an ep by Zak Starkey.,artist,,0.0
Play an album from Nithyasree Mahadevan.,,object_name,0.631673276424408
Play an album from Nithyasree Mahadevan.,,cuisine,0.29537564516067505
Play an album from Nithyasree Mahadevan.,service,,0.0
Play an album from Nithyasree Mahadevan.,playlist,,0.0
Please play something on Iheart from artist Ari Gold last album,,object_name,0.8901164531707764
Please play something on Iheart from artist Ari Gold last album,,service,0.986820638179779
Please play something on Iheart from artist Ari Gold last album,,music_item,0.9914044141769409
Please play something on Iheart from artist Ari Gold last album,,object_name,0.3628822863101959
Please play something on Iheart from artist Ari Gold last album,sort,,0.0
Please play something on Iheart from artist Ari Gold last album,artist,,0.0
Please play something on Iheart from artist Ari Gold last album,service,,0.0
Let's play Jamie Robertson's Handover on vimeo,,object_name,0.37336820363998413
Let's play Jamie Robertson's Handover on vimeo,,city,0.2719598710536957
Let's play Jamie Robertson's Handover on vimeo,,object_type,0.7341866493225098
Let's play Jamie Robertson's Handover on vimeo,service,,0.0
can you put on Like A Hurricane by Paul Landers,,entity_name,0.38500285148620605
can you put on Like A Hurricane by Paul Landers,,object_name,0.323985755443573
can you put on Like A Hurricane by Paul Landers,artist,,0.0
can you put on Like A Hurricane by Paul Landers,music_item,,0.0
Play Progressive Metal.,,playlist,0.51
Play Progressive Metal.,service,,0.0
Play a good ep from the eighties by Peter Murphy.,,track,0.46724793314933777
Play a good ep from the eighties by Peter Murphy.,,music_item,0.9939466118812561
Play a good ep from the eighties by Peter Murphy.,,timeRange,0.8158727884292603
Play a good ep from the eighties by Peter Murphy.,,object_name,0.4170896112918854
Play a good ep from the eighties by Peter Murphy.,music_item,,0.0
